EasementID,Month,Day,Sample,Year,Family,Total
00792,7,24,T2,2019,Latridiidae,2
00792,7,24,T2,2019,Lauxaniidae,1
00792,7,24,T2,2019,Mymaridae,1
00792,7,24,T2,2019,Nabidae,2
00792,7,24,T2,2019,Phlaeothripidae,1
00792,7,24,T2,2019,Phoridae,5
00792,7,24,T2,2019,Platystomatidae,1
00792,7,24,T2,2019,Pteromalidae,1
00792,7,24,T2,2019,Simuliidae,1
00792,7,24,T2,2019,Sphaeroceridae,1
00792,7,24,T2,2019,Tephritidae,3
00792,7,24,T2,2019,Thripidae,3
00792,7,24,T3,2019,Acrididae,10
00792,7,24,T3,2019,Braconidae,4
00792,7,24,T3,2019,Chamaemyiidae,1
00792,7,24,T3,2019,Chironomidae,2
00792,7,24,T3,2019,Chloropidae,128
00792,7,24,T3,2019,Chrysomelidae,1
00792,7,24,T3,2019,Cicadellidae,10
00792,7,24,T3,2019,Cixiidae,5
00792,7,24,T3,2019,Curculionidae,1
00792,7,24,T3,2019,Delphacidae,2
00792,7,24,T3,2019,Dictyopharidae,1
00792,7,24,T3,2019,Dolichopodidae,5
00792,7,24,T3,2019,Encyrtidae,4
00792,7,24,T3,2019,Fanniidae,28
00792,7,24,T3,2019,Gryllidae,2
00792,7,24,T3,2019,HYMUNK,1
00792,7,24,T3,2019,Latridiidae,8
00792,7,24,T3,2019,Lauxaniidae,5
00792,7,24,T3,2019,Membracidae,1
00792,7,24,T3,2019,Miridae,20
00792,7,24,T3,2019,Nabidae,6
00792,7,24,T3,2019,Phoridae,1
00792,7,24,T3,2019,Platygastridae,5
00792,7,24,T3,2019,Pteromalidae,15
00792,7,24,T3,2019,Reduviidae,1
00792,7,24,T3,2019,Scatopsidae,1
00792,7,24,T3,2019,Sepsidae,1
00792,7,24,T3,2019,Tephritidae,5
00792,7,24,T3,2019,Tettigoniidae,2
00792,7,24,T3,2019,Thripidae,5
00792,7,24,T3,2019,Torymidae,1
00792,7,24,T3,2019,Ulidiidae,1
00792,7,24,T3,2019,UNKORD,1
00792,8,20,T1,2019,Acanaloniidae,1
00792,8,20,T1,2019,Agromyzidae,4
00792,8,20,T1,2019,Anthocoridae,1
00792,8,20,T1,2019,Braconidae,2
00792,8,20,T1,2019,Chloropidae,12
00792,8,20,T1,2019,Chrysomelidae,8
00792,8,20,T1,2019,Cicadellidae,7
00792,8,20,T1,2019,Coccinellidae,1
00792,8,20,T1,2019,Coreidae,1
00792,8,20,T1,2019,Culicidae,5
00792,8,20,T1,2019,Diapriidae,1
00792,8,20,T1,2019,DIPUNK,2
00792,8,20,T1,2019,Dolichopodidae,2
00792,8,20,T1,2019,Eucharitidae,1
00792,8,20,T1,2019,Eulophidae,43
00792,8,20,T1,2019,Figitidae,1
00792,8,20,T1,2019,Formicidae,3
00792,8,20,T1,2019,HEMUNK,3
00792,8,20,T1,2019,HYMUNK,1
00792,8,20,T1,2019,LEPUNK,3
00792,8,20,T1,2019,Miridae,13
00792,8,20,T1,2019,Nabidae,1
00792,8,20,T1,2019,Phalacridae,2
00792,8,20,T1,2019,Platygastridae,12
00792,8,20,T1,2019,Pteromalidae,2
00792,8,20,T1,2019,Scatopsidae,5
00792,8,20,T1,2019,Sciaridae,1
00792,8,20,T1,2019,Sepsidae,1
00792,8,20,T1,2019,Tephritidae,4
00792,8,20,T1,2019,Tettigoniidae,4
00792,8,20,T1,2019,Tipulidae,2
00792,8,20,T1,2019,UNKORD,2
00792,8,20,T2,2019,Acrididae,2
00792,8,20,T2,2019,Braconidae,1
00792,8,20,T2,2019,Chloropidae,7
00792,8,20,T2,2019,Chrysomelidae,1
00792,8,20,T2,2019,Cicadellidae,7
00792,8,20,T2,2019,Cleridae,1
00792,8,20,T2,2019,Culicidae,2
00792,8,20,T2,2019,DIPUNK,1
00792,8,20,T2,2019,Eulophidae,20
00792,8,20,T2,2019,Eurytomidae,3
00792,8,20,T2,2019,HEMUNK,2
00792,8,20,T2,2019,Lauxaniidae,1
00792,8,20,T2,2019,Phlaeothripidae,1
00792,8,20,T2,2019,Platygastridae,1
00792,8,20,T2,2019,Pteromalidae,1
00792,8,20,T2,2019,Scatopsidae,8
00792,8,20,T2,2019,Sciaridae,1
00792,8,20,T2,2019,Tettigoniidae,3
00792,8,20,T3,2019,Aeolothripidae,2
00792,8,20,T3,2019,Agromyzidae,1
00792,8,20,T3,2019,Anthocoridae,6
00792,8,20,T3,2019,Braconidae,2
00792,8,20,T3,2019,Chloropidae,15
00792,8,20,T3,2019,Chrysomelidae,3
00792,8,20,T3,2019,Cicadellidae,7
00792,8,20,T3,2019,Culicidae,1
00792,8,20,T3,2019,Eulophidae,7
00792,8,20,T3,2019,Eurytomidae,1
00792,8,20,T3,2019,Lauxaniidae,1
00792,8,20,T3,2019,LEPUNK,1
00792,8,20,T3,2019,Miridae,2
00792,8,20,T3,2019,Nabidae,1
00792,8,20,T3,2019,ORTUNK,1
00792,8,20,T3,2019,Psyllidae,7
00792,8,20,T3,2019,Scarabaeidae,4
00792,8,20,T3,2019,Sciaridae,3
00792,8,20,T3,2019,Staphylinidae,1
00792,8,20,T3,2019,Tachinidae,3
007BY,7,16,T1,2019,Anthomyiidae,2
007BY,7,16,T1,2019,Aphididae,7
007BY,7,16,T1,2019,Aphrophoridae,10
007BY,7,16,T1,2019,Braconidae,1
007BY,7,16,T1,2019,Carabidae,3
007BY,7,16,T1,2019,Chloropidae,44
007BY,7,16,T1,2019,Chrysomelidae,5
007BY,7,16,T1,2019,Cicadellidae,2
007BY,7,16,T1,2019,Dictyopharidae,1
007BY,7,16,T1,2019,Dolichopodidae,6
007BY,7,16,T1,2019,Encyrtidae,1
007BY,7,16,T1,2019,Eurytomidae,1
007BY,7,16,T1,2019,Formicidae,11
007BY,7,16,T1,2019,Heleomyzidae,1
007BY,7,16,T1,2019,Issidae,1
007BY,7,16,T1,2019,LEPUNK,1
007BY,7,16,T1,2019,Mordellidae,1
007BY,7,16,T1,2019,Noctuidae,1
007BY,7,16,T1,2019,Phalacridae,1
007BY,7,16,T1,2019,Phlaeothripidae,1
007BY,7,16,T1,2019,Pteromalidae,5
007BY,7,16,T1,2019,Reduviidae,1
007BY,7,16,T1,2019,Sciomyzidae,2
007BY,7,16,T1,2019,Tephritidae,1
007BY,7,16,T1,2019,Tettigoniidae,1
007BY,7,16,T1,2019,Thripidae,2
007BY,7,16,T1,2019,Torymidae,1
007BY,7,16,T1,2019,Ulidiidae,1
007BY,7,16,T2,2019,Acrididae,1
007BY,7,16,T2,2019,Aphididae,4
007BY,7,16,T2,2019,Aphrophoridae,3
007BY,7,16,T2,2019,Braconidae,1
007BY,7,16,T2,2019,Cecidomyiidae,1
007BY,7,16,T2,2019,Chironomidae,26
007BY,7,16,T2,2019,Chloropidae,55
007BY,7,16,T2,2019,Chrysomelidae,3
007BY,7,16,T2,2019,Cicadellidae,7
007BY,7,16,T2,2019,Cixiidae,10
007BY,7,16,T2,2019,Delphacidae,1
007BY,7,16,T2,2019,Dictyopharidae,2
007BY,7,16,T2,2019,Formicidae,4
007BY,7,16,T2,2019,Halictophagidae,1
007BY,7,16,T2,2019,Issidae,1
007BY,7,16,T2,2019,Lampyridae,1
007BY,7,16,T2,2019,LEPUNK,5
007BY,7,16,T2,2019,Miridae,1
007BY,7,16,T2,2019,Muscidae,4
007BY,7,16,T2,2019,Psyllidae,7
007BY,7,16,T2,2019,Pteromalidae,7
007BY,7,16,T2,2019,Scatopsidae,5
007BY,7,16,T2,2019,Tettigoniidae,1
007BY,7,16,T2,2019,Thripidae,3
007BY,7,16,T2,2019,Tipulidae,1
007BY,7,16,T2,2019,Torymidae,8
007BY,7,16,T3,2019,Acrididae,1
007BY,7,16,T3,2019,Aphididae,1
007BY,7,16,T3,2019,Aphrophoridae,1
007BY,7,16,T3,2019,Braconidae,2
007BY,7,16,T3,2019,Cecidomyiidae,2
007BY,7,16,T3,2019,Chironomidae,7
007BY,7,16,T3,2019,Chloropidae,34
007BY,7,16,T3,2019,Chrysomelidae,1
007BY,7,16,T3,2019,Cicadellidae,3
007BY,7,16,T3,2019,Cixiidae,6
007BY,7,16,T3,2019,DIPUNK,1
007BY,7,16,T3,2019,Dolichopodidae,8
007BY,7,16,T3,2019,Eulophidae,2
007BY,7,16,T3,2019,Formicidae,1
007BY,7,16,T3,2019,LEPUNK,2
007BY,7,16,T3,2019,Miridae,1
007BY,7,16,T3,2019,Mordellidae,1
007BY,7,16,T3,2019,Muscidae,7
007BY,7,16,T3,2019,Phlaeothripidae,1
007BY,7,16,T3,2019,Pteromalidae,4
007BY,7,16,T3,2019,Scatopsidae,10
007BY,7,16,T3,2019,Sciomyzidae,6
007BY,7,16,T3,2019,Sepsidae,1
007BY,7,16,T3,2019,Tettigoniidae,1
007BY,7,16,T3,2019,Thripidae,5
007BY,7,16,T3,2019,Ulidiidae,1
007BY,8,9,T1,2019,Aphididae,1
007BY,8,9,T1,2019,Aphrophoridae,1
007BY,8,9,T1,2019,Chironomidae,1
007BY,8,9,T1,2019,Chloropidae,5
007BY,8,9,T1,2019,Chrysomelidae,57
007BY,8,9,T1,2019,Cicadellidae,5
007BY,8,9,T1,2019,Culicidae,1
007BY,8,9,T1,2019,Miridae,4
007BY,8,9,T1,2019,Pentatomidae,1
007BY,8,9,T1,2019,Psyllidae,5
007BY,8,9,T1,2019,Pteromalidae,5
007BY,8,9,T1,2019,Sphaeroceridae,1
007BY,8,9,T1,2019,Tettigoniidae,4
007BY,8,9,T1,2019,Thripidae,4
007BY,8,9,T2,2019,Aphrophoridae,2
007BY,8,9,T2,2019,Chironomidae,7
007BY,8,9,T2,2019,Chloropidae,5
007BY,8,9,T2,2019,Chrysomelidae,14
007BY,8,9,T2,2019,Cicadellidae,3
007BY,8,9,T2,2019,Delphacidae,1
007BY,8,9,T2,2019,DIPUNK,3
007BY,8,9,T2,2019,Formicidae,1
007BY,8,9,T2,2019,Phoridae,2
007BY,8,9,T2,2019,Psyllidae,1
007BY,8,9,T2,2019,Pteromalidae,9
007BY,8,9,T2,2019,Sphaeroceridae,2
007BY,8,9,T2,2019,Thripidae,4
007BY,8,9,T3,2019,Aphrophoridae,1
007BY,8,9,T3,2019,Chironomidae,1
007BY,8,9,T3,2019,Chloropidae,3
007BY,8,9,T3,2019,Chrysomelidae,24
007BY,8,9,T3,2019,Coenagrionidae,1
007BY,8,9,T3,2019,Dolichopodidae,1
007BY,8,9,T3,2019,Eulophidae,1
007BY,8,9,T3,2019,Miridae,2
007BY,8,9,T3,2019,Muscidae,2
007BY,8,9,T3,2019,Pentatomidae,1
007BY,8,9,T3,2019,Phalacridae,1
007BY,8,9,T3,2019,Sciomyzidae,1
007BY,8,9,T3,2019,Tettigoniidae,1
007BY,8,9,T3,2019,Thripidae,1
007C6,7,17,T1,2019,Aphididae,1
007C6,7,17,T1,2019,Chamaemyiidae,1
007C6,7,17,T1,2019,Chloropidae,11
007C6,7,17,T1,2019,Cicadellidae,7
007C6,7,17,T1,2019,Curculionidae,1
007C6,7,17,T1,2019,Delphacidae,8
007C6,7,17,T1,2019,Eulophidae,3
007C6,7,17,T1,2019,LEPUNK,2
007C6,7,17,T1,2019,Pentatomidae,1
007C6,7,17,T1,2019,Phalacridae,1
007C6,7,17,T1,2019,Psyllidae,3
007C6,7,17,T1,2019,Rhyparochromidae,1
007C6,7,17,T1,2019,Sepsidae,1
007C6,7,17,T1,2019,Sphaeroceridae,1
007C6,7,17,T1,2019,Tettigoniidae,2
007C6,7,17,T1,2019,Torymidae,1
007C6,7,17,T1,2019,Ulidiidae,2
007C6,7,17,T2,2019,Aeolothripidae,1
007C6,7,17,T2,2019,Bethylidae,1
007C6,7,17,T2,2019,Braconidae,5
007C6,7,17,T2,2019,Brentidae,2
007C6,7,17,T2,2019,Cecidomyiidae,2
007C6,7,17,T2,2019,Cerambycidae,1
007C6,7,17,T2,2019,Chalcididae,1
007C6,7,17,T2,2019,Chironomidae,3
007C6,7,17,T2,2019,Chloropidae,36
007C6,7,17,T2,2019,Chrysomelidae,1
007C6,7,17,T2,2019,Chrysopidae,2
007C6,7,17,T2,2019,Cicadellidae,18
007C6,7,17,T2,2019,Cixiidae,1
007C6,7,17,T2,2019,Coreidae,1
007C6,7,17,T2,2019,Culicidae,2
007C6,7,17,T2,2019,Delphacidae,8
007C6,7,17,T2,2019,Eulophidae,15
007C6,7,17,T2,2019,Eurytomidae,3
007C6,7,17,T2,2019,Formicidae,1
007C6,7,17,T2,2019,Hybotidae,3
007C6,7,17,T2,2019,LEPUNK,11
007C6,7,17,T2,2019,Miridae,5
007C6,7,17,T2,2019,Muscidae,1
007C6,7,17,T2,2019,Phlaeothripidae,1
007C6,7,17,T2,2019,Platygastridae,1
007C6,7,17,T2,2019,Pteromalidae,9
007C6,7,17,T2,2019,Rhagionidae,2
007C6,7,17,T2,2019,Scarabaeidae,5
007C6,7,17,T2,2019,Sepsidae,2
007C6,7,17,T2,2019,Tettigoniidae,2
007C6,7,17,T2,2019,Thripidae,1
007C6,7,17,T2,2019,Ulidiidae,5
007C6,7,17,T3,2019,Acanaloniidae,4
007C6,7,17,T3,2019,Acrididae,4
007C6,7,17,T3,2019,Anthocoridae,1
007C6,7,17,T3,2019,Aphididae,1
007C6,7,17,T3,2019,Asilidae,3
007C6,7,17,T3,2019,Braconidae,2
007C6,7,17,T3,2019,Cecidomyiidae,2
007C6,7,17,T3,2019,Cerambycidae,1
007C6,7,17,T3,2019,Chironomidae,1
007C6,7,17,T3,2019,Chloropidae,9
007C6,7,17,T3,2019,Chrysomelidae,1
007C6,7,17,T3,2019,Cicadellidae,27
007C6,7,17,T3,2019,Cixiidae,14
007C6,7,17,T3,2019,COLUNK,1
007C6,7,17,T3,2019,Curculionidae,1
007C6,7,17,T3,2019,Delphacidae,6
007C6,7,17,T3,2019,Dictyopharidae,2
007C6,7,17,T3,2019,DIPUNK,3
007C6,7,17,T3,2019,Dolichopodidae,3
007C6,7,17,T3,2019,Ephydridae,1
007C6,7,17,T3,2019,Eulophidae,8
007C6,7,17,T3,2019,Formicidae,1
007C6,7,17,T3,2019,HEMUNK,1
007C6,7,17,T3,2019,Hybotidae,1
007C6,7,17,T3,2019,LEPUNK,8
007C6,7,17,T3,2019,Miridae,4
007C6,7,17,T3,2019,Platygastridae,2
007C6,7,17,T3,2019,Psyllidae,1
007C6,7,17,T3,2019,Pteromalidae,1
007C6,7,17,T3,2019,Tephritidae,1
007C6,7,17,T3,2019,Tettigoniidae,7
007C6,7,17,T3,2019,Thripidae,1
007C6,7,17,T3,2019,Ulidiidae,8
007C6,7,29,T1,2020,Acanaloniidae,1
007C6,7,29,T1,2020,Asilidae,1
007C6,7,29,T1,2020,Chloropidae,2
007C6,7,29,T1,2020,Derbidae,1
007C6,7,29,T1,2020,Geometridae,1
007C6,7,29,T1,2020,LEPUNK,2
007C6,7,29,T1,2020,Phalacridae,1
007C6,7,29,T1,2020,Psyllidae,1
007C6,7,29,T1,2020,Pteromalidae,1
007C6,7,29,T2,2020,Acanaloniidae,1
007C6,7,29,T2,2020,Acrididae,1
007C6,7,29,T2,2020,Ceratopogonidae,2
007C6,7,29,T2,2020,Chironomidae,1
007C6,7,29,T2,2020,Chloropidae,6
007C6,7,29,T2,2020,Cicadellidae,3
007C6,7,29,T2,2020,Coenagrionidae,1
007C6,7,29,T2,2020,Curculionidae,5
007C6,7,29,T2,2020,DIPUNK,1
007C6,7,29,T2,2020,Dolichopodidae,1
007C6,7,29,T2,2020,Drosophilidae,1
007C6,7,29,T2,2020,Eulophidae,2
007C6,7,29,T2,2020,HYMUNK,1
007C6,7,29,T2,2020,LEPUNK,2
007C6,7,29,T2,2020,Miridae,1
007C6,7,29,T2,2020,Phalacridae,17
007C6,7,29,T2,2020,Phoridae,1
007C6,7,29,T2,2020,Platygastridae,3
007C6,7,29,T2,2020,Psyllidae,6
007C6,7,29,T2,2020,Rhyparochromidae,1
007C6,7,29,T2,2020,Scarabaeidae,2
007C6,7,29,T2,2020,Scatopsidae,1
007C6,7,29,T2,2020,Sepsidae,1
007C6,7,29,T2,2020,Thripidae,10
007C6,7,29,T3,2020,Acrididae,1
007C6,7,29,T3,2020,Aleyrodidae,1
007C6,7,29,T3,2020,Brentidae,1
007C6,7,29,T3,2020,Cecidomyiidae,1
007C6,7,29,T3,2020,Ceratopogonidae,1
007C6,7,29,T3,2020,Chironomidae,1
007C6,7,29,T3,2020,Chloropidae,12
007C6,7,29,T3,2020,Culicidae,1
007C6,7,29,T3,2020,Dolichopodidae,1
007C6,7,29,T3,2020,Eulophidae,2
007C6,7,29,T3,2020,LEPUNK,2
007C6,7,29,T3,2020,Miridae,1
007C6,7,29,T3,2020,Muscidae,1
007C6,7,29,T3,2020,Phalacridae,4
007C6,7,29,T3,2020,Phoridae,1
007C6,7,29,T3,2020,Psyllidae,1
007C6,7,29,T3,2020,Reduviidae,1
007C6,7,29,T3,2020,Scatopsidae,1
007C6,7,29,T3,2020,Tephritidae,1
007C6,7,29,T3,2020,Thripidae,10
007C6,7,29,T3,2020,Thyreocoridae,2
007C6,8,13,T1,2019,Alydidae,11
007C6,8,13,T1,2019,Aphididae,4
007C6,8,13,T1,2019,Aphrophoridae,1
007C6,8,13,T1,2019,Braconidae,1
007C6,8,13,T1,2019,Carabidae,1
007C6,8,13,T1,2019,Chironomidae,4
007C6,8,13,T1,2019,Chloropidae,9
007C6,8,13,T1,2019,Chrysomelidae,1
007C6,8,13,T1,2019,Cicadellidae,14
007C6,8,13,T1,2019,Culicidae,1
007C6,8,13,T1,2019,Dolichopodidae,1
007C6,8,13,T1,2019,Eulophidae,5
007C6,8,13,T1,2019,Formicidae,1
007C6,8,13,T1,2019,Miridae,4
007C6,8,13,T1,2019,Muscidae,2
007C6,8,13,T1,2019,Phalacridae,63
007C6,8,13,T1,2019,Psyllidae,16
007C6,8,13,T1,2019,Pteromalidae,7
007C6,8,13,T1,2019,Sciomyzidae,1
007C6,8,13,T1,2019,Tettigoniidae,3
007C6,8,13,T1,2019,Thripidae,1
007C6,8,13,T2,2019,Acanaloniidae,3
007C6,8,13,T2,2019,Alydidae,1
007C6,8,13,T2,2019,Aphididae,2
007C6,8,13,T2,2019,Braconidae,2
007C6,8,13,T2,2019,Buprestidae,2
007C6,8,13,T2,2019,Caliscelidae,1
007C6,8,13,T2,2019,Chironomidae,29
007C6,8,13,T2,2019,Chloropidae,5
007C6,8,13,T2,2019,Chrysomelidae,7
007C6,8,13,T2,2019,Cicadellidae,26
007C6,8,13,T2,2019,Coccinellidae,1
007C6,8,13,T2,2019,Culicidae,1
007C6,8,13,T2,2019,Dolichopodidae,2
007C6,8,13,T2,2019,Formicidae,3
007C6,8,13,T2,2019,Miridae,2
007C6,8,13,T2,2019,Pentatomidae,1
007C6,8,13,T2,2019,Phalacridae,57
007C6,8,13,T2,2019,Phlaeothripidae,3
007C6,8,13,T2,2019,Phoridae,1
007C6,8,13,T2,2019,Psyllidae,4
007C6,8,13,T2,2019,Pteromalidae,8
007C6,8,13,T2,2019,Reduviidae,1
007C6,8,13,T2,2019,Rhyparochromidae,1
007C6,8,13,T2,2019,Sepsidae,1
007C6,8,13,T2,2019,Tettigoniidae,4
007C6,8,13,T2,2019,Ulidiidae,2
007C6,8,13,T3,2019,Acanaloniidae,1
007C6,8,13,T3,2019,Anthocoridae,3
007C6,8,13,T3,2019,Aphididae,2
007C6,8,13,T3,2019,Braconidae,1
007C6,8,13,T3,2019,Cerambycidae,2
007C6,8,13,T3,2019,Chamaemyiidae,1
007C6,8,13,T3,2019,Chironomidae,3
007C6,8,13,T3,2019,Chloropidae,9
007C6,8,13,T3,2019,Chrysomelidae,2
007C6,8,13,T3,2019,Cicadellidae,16
007C6,8,13,T3,2019,COLUNK,1
007C6,8,13,T3,2019,Curculionidae,1
007C6,8,13,T3,2019,DIPUNK,2
007C6,8,13,T3,2019,Dolichopodidae,3
007C6,8,13,T3,2019,Encyrtidae,1
007C6,8,13,T3,2019,Eulophidae,3
007C6,8,13,T3,2019,Formicidae,1
007C6,8,13,T3,2019,Gryllidae,2
007C6,8,13,T3,2019,Miridae,1
007C6,8,13,T3,2019,Pentatomidae,1
007C6,8,13,T3,2019,Phalacridae,102
007C6,8,13,T3,2019,Phlaeothripidae,7
007C6,8,13,T3,2019,Platygastridae,6
007C6,8,13,T3,2019,Psyllidae,12
007C6,8,13,T3,2019,Reduviidae,1
007C6,8,13,T3,2019,Rhyparochromidae,1
007C6,8,13,T3,2019,Thripidae,2
007C6,8,13,T3,2019,Tipulidae,1
007C6,8,13,T3,2019,Ulidiidae,1
007C6,8,20,T1,2020,Acrididae,1
007C6,8,20,T1,2020,Anthocoridae,1
007C6,8,20,T1,2020,Aphididae,1
007C6,8,20,T1,2020,Cecidomyiidae,1
007C6,8,20,T1,2020,Chironomidae,2
007C6,8,20,T1,2020,Chloropidae,1
007C6,8,20,T1,2020,Cicadellidae,2
007C6,8,20,T1,2020,Dolichopodidae,1
007C6,8,20,T1,2020,Eulophidae,2
007C6,8,20,T1,2020,Eupelmidae,1
007C6,8,20,T1,2020,Mymaridae,1
007C6,8,20,T1,2020,Phalacridae,1
007C6,8,20,T1,2020,Platygastridae,4
007C6,8,20,T1,2020,Psyllidae,1
007C6,8,20,T1,2020,Pteromalidae,1
007C6,8,20,T1,2020,Reduviidae,1
007C6,8,20,T1,2020,Scatopsidae,1
007C6,8,20,T2,2020,Aphididae,1
007C6,8,20,T2,2020,Braconidae,2
007C6,8,20,T2,2020,Cantharidae,3
007C6,8,20,T2,2020,Chironomidae,1
007C6,8,20,T2,2020,Chloropidae,1
007C6,8,20,T2,2020,Cicadellidae,2
007C6,8,20,T2,2020,Curculionidae,1
007C6,8,20,T2,2020,Eulophidae,2
007C6,8,20,T2,2020,Geometridae,1
007C6,8,20,T2,2020,Miridae,1
007C6,8,20,T2,2020,Pentatomidae,1
007C6,8,20,T2,2020,Phalacridae,12
007C6,8,20,T2,2020,Phoridae,1
007C6,8,20,T2,2020,Platygastridae,7
007C6,8,20,T2,2020,Psyllidae,2
007C6,8,20,T2,2020,Reduviidae,1
007C6,8,20,T2,2020,Scatopsidae,9
007C6,8,20,T2,2020,Thripidae,7
007C6,8,20,T2,2020,Tipulidae,1
007C6,8,20,T3,2020,Bethylidae,1
007C6,8,20,T3,2020,Cecidomyiidae,1
007C6,8,20,T3,2020,Cicadellidae,1
007C6,8,20,T3,2020,Eulophidae,1
007C6,8,20,T3,2020,Miridae,1
007C6,8,20,T3,2020,Phalacridae,8
007C6,8,20,T3,2020,Platygastridae,2
007C6,8,20,T3,2020,Psyllidae,2
007CQ,7,23,T1,2020,Acrididae,9
007CQ,7,23,T1,2020,Aeolothripidae,5
007CQ,7,23,T1,2020,Aphididae,1
007CQ,7,23,T1,2020,Braconidae,1
007CQ,7,23,T1,2020,Cecidomyiidae,2
007CQ,7,23,T1,2020,Chloropidae,46
007CQ,7,23,T1,2020,Chrysomelidae,1
007CQ,7,23,T1,2020,Cicadellidae,14
007CQ,7,23,T1,2020,Culicidae,5
007CQ,7,23,T1,2020,Encyrtidae,2
007CQ,7,23,T1,2020,Eulophidae,16
007CQ,7,23,T1,2020,Eupelmidae,1
007CQ,7,23,T1,2020,Eurytomidae,5
007CQ,7,23,T1,2020,LEPUNK,1
007CQ,7,23,T1,2020,Miridae,4
007CQ,7,23,T1,2020,Mycetophilidae,3
007CQ,7,23,T1,2020,Nitidulidae,1
007CQ,7,23,T1,2020,Phalacridae,1
007CQ,7,23,T1,2020,Reduviidae,1
007CQ,7,23,T1,2020,Scelionidae,2
007CQ,7,23,T1,2020,Simuliidae,1
007CQ,7,23,T1,2020,Sphaeroceridae,4
007CQ,7,23,T1,2020,Staphylinidae,1
007CQ,7,23,T1,2020,Tephritidae,2
007CQ,7,23,T1,2020,Tettigoniidae,5
007CQ,7,23,T1,2020,Thripidae,3
007CQ,7,23,T1,2020,Ulidiidae,3
007CQ,7,23,T2,2020,Achilidae,1
007CQ,7,23,T2,2020,Acrididae,19
007CQ,7,23,T2,2020,Aphididae,13
007CQ,7,23,T2,2020,Asilidae,1
007CQ,7,23,T2,2020,Bethylidae,2
007CQ,7,23,T2,2020,Braconidae,1
007CQ,7,23,T2,2020,Chloropidae,29
007CQ,7,23,T2,2020,Chrysomelidae,2
007CQ,7,23,T2,2020,Chrysopidae,1
007CQ,7,23,T2,2020,Cicadellidae,24
007CQ,7,23,T2,2020,Cymidae,1
007CQ,7,23,T2,2020,Delphacidae,4
007CQ,7,23,T2,2020,Dolichopodidae,1
007CQ,7,23,T2,2020,Eulophidae,12
007CQ,7,23,T2,2020,Eurytomidae,4
007CQ,7,23,T2,2020,Figitidae,1
007CQ,7,23,T2,2020,Formicidae,2
007CQ,7,23,T2,2020,Geometridae,3
007CQ,7,23,T2,2020,HEMUNK,1
007CQ,7,23,T2,2020,LEPUNK,1
007CQ,7,23,T2,2020,Miridae,8
007CQ,7,23,T2,2020,Phalacridae,4
007CQ,7,23,T2,2020,Phoridae,1
007CQ,7,23,T2,2020,Platygastridae,1
007CQ,7,23,T2,2020,Psyllidae,1
007CQ,7,23,T2,2020,Reduviidae,2
007CQ,7,23,T2,2020,Scatopsidae,2
007CQ,7,23,T2,2020,Sepsidae,1
007CQ,7,23,T2,2020,Tephritidae,3
007CQ,7,23,T2,2020,Tettigoniidae,3
007CQ,7,23,T2,2020,Thyreocoridae,5
007CQ,7,23,T2,2020,Tipulidae,1
007CQ,7,23,T2,2020,Ulidiidae,1
007CQ,7,23,T3,2020,Acrididae,14
007CQ,7,23,T3,2020,Alydidae,9
007CQ,7,23,T3,2020,Anthicidae,1
007CQ,7,23,T3,2020,Aphididae,5
007CQ,7,23,T3,2020,Brentidae,2
007CQ,7,23,T3,2020,Chironomidae,3
007CQ,7,23,T3,2020,Chloropidae,45
007CQ,7,23,T3,2020,Chrysomelidae,1
007CQ,7,23,T3,2020,Cicadellidae,33
007CQ,7,23,T3,2020,Delphacidae,11
007CQ,7,23,T3,2020,Eulophidae,4
007CQ,7,23,T3,2020,Formicidae,30
007CQ,7,23,T3,2020,Ichneumonidae,1
007CQ,7,23,T3,2020,Latridiidae,1
007CQ,7,23,T3,2020,LEPUNK,8
007CQ,7,23,T3,2020,Membracidae,1
007CQ,7,23,T3,2020,Nabidae,2
007CQ,7,23,T3,2020,Pentatomidae,1
007CQ,7,23,T3,2020,Phlaeothripidae,5
007CQ,7,23,T3,2020,Platygastridae,2
007CQ,7,23,T3,2020,Psyllidae,1
007CQ,7,23,T3,2020,Scatopsidae,4
007CQ,7,23,T3,2020,Tettigoniidae,9
007CQ,7,23,T3,2020,Thripidae,3
007CQ,7,23,T3,2020,Ulidiidae,3
007CQ,8,26,T2,2020,Acanaloniidae,3
007CQ,8,26,T2,2020,Aphididae,1
007CQ,8,26,T2,2020,Cantharidae,1
007CQ,8,26,T2,2020,Chloropidae,2
007CQ,8,26,T2,2020,Cicadellidae,6
007CQ,8,26,T2,2020,Coreidae,1
007CQ,8,26,T2,2020,Curculionidae,1
007CQ,8,26,T2,2020,Dolichopodidae,13
007CQ,8,26,T2,2020,Eulophidae,10
007CQ,8,26,T2,2020,Eupelmidae,2
007CQ,8,26,T2,2020,Formicidae,83
007CQ,8,26,T2,2020,Gryllidae,1
007CQ,8,26,T2,2020,HEMUNK,1
007CQ,8,26,T2,2020,LEPUNK,2
007CQ,8,26,T2,2020,Membracidae,29
007CQ,8,26,T2,2020,Miridae,15
007CQ,8,26,T2,2020,Mordellidae,1
007CQ,8,26,T2,2020,Phalacridae,9
007CQ,8,26,T2,2020,Platygastridae,11
007CQ,8,26,T2,2020,Pteromalidae,3
007CQ,8,26,T2,2020,Reduviidae,1
007CQ,8,26,T2,2020,Scatopsidae,8
