,EasementID,Date,Sample,Adult,Immature,Total,Order,SubOrder,SuperFamily,Family,Notes,ProcessedOn,ProcessedBy,DataCheck,DataChecked:1/31/21
864,00792,07/24/2019,T3,1,0,1,Diptera,,,Phoridae,,06/05/2020,LD,TRUE,
865,00792,07/24/2019,T3,1,0,1,Hymenoptera,,,Torymidae,,06/05/2020,LD,TRUE,
866,00792,07/24/2019,T3,5,0,5,Hymenoptera,,,Platygastridae,,06/05/2020,LD,TRUE,
867,00792,07/24/2019,T3,1,0,1,Hymenoptera,,Chalcidoidea,HYMUNK,,06/05/2020,LD,TRUE,
868,00792,07/24/2019,T3,4,0,4,Hymenoptera,,,Encyrtidae,,06/05/2020,LD,TRUE,
869,00792,07/24/2019,T3,15,0,15,Hymenoptera,,,Pteromalidae,,06/05/2020,LD,TRUE,
870,00MDP,08/07/2019,T1,1,0,1,Hymenoptera,,,Formicidae,,06/06/2020,LD,TRUE,
871,00MDP,08/07/2019,T1,1,0,1,Diptera,,,Tipulidae,,06/06/2020,LD,TRUE,
872,00MDP,08/07/2019,T1,1,0,1,Coleoptera,,,Scarabaeidae,"Japanese beetles, Popilla japonica",06/06/2020,LD,TRUE,
873,00MDP,08/07/2019,T1,5,1,6,Hemiptera,,,Nabidae,,06/06/2020,LD,TRUE,
874,00MDP,08/07/2019,T1,1,2,3,Hemiptera,,,Berytidae,,06/06/2020,LD,TRUE,
875,00MDP,08/07/2019,T1,2,5,7,Hemiptera,,,Cicadellidae,,06/06/2020,LD,TRUE,
876,00MDP,08/07/2019,T1,1,0,1,Coleoptera,,,Curculionidae,,06/06/2020,LD,TRUE,
877,00MDP,08/07/2019,T1,3,0,3,Hemiptera,,,Dictyopharidae,,06/06/2020,LD,TRUE,
878,00MDP,08/07/2019,T1,1,0,1,Hemiptera,,,Anthocoridae,,06/06/2020,LD,TRUE,
879,00MDP,08/07/2019,T1,4,0,4,Diptera,,,Tephritidae,,06/06/2020,LD,TRUE,
880,00MDP,08/07/2019,T1,0,2,2,Hemiptera,,,Pentatomidae,,06/06/2020,LD,TRUE,
881,00MDP,08/07/2019,T1,2,0,2,Hemiptera,,,Thyreocoridae,,06/06/2020,LD,TRUE,
882,00MDP,08/07/2019,T1,1,0,1,Coleoptera,,,Cantharidae,,06/06/2020,LD,TRUE,
883,00MDP,08/07/2019,T1,8,0,8,Thysanoptera,,,Thripidae,,06/06/2020,LD,TRUE,
884,00MDP,08/07/2019,T1,1,0,1,Diptera,,,Sciaridae,,06/06/2020,LD,TRUE,
885,00MDP,08/07/2019,T1,1,0,1,Diptera,,,Phoridae,,06/06/2020,LD,TRUE,
886,00MDP,08/07/2019,T1,47,0,47,Diptera,,,Chloropidae,,06/06/2020,LD,TRUE,
887,00MDP,08/07/2019,T1,10,0,10,Diptera,,,Agromyzidae,,06/06/2020,LD,TRUE,
888,00MDP,08/07/2019,T1,4,0,4,Hymenoptera,,,Platygastridae,,06/06/2020,LD,TRUE,
889,00MDP,08/07/2019,T1,5,0,5,Hymenoptera,,Chalcidoidea,HYMUNK,,06/06/2020,LD,TRUE,
890,00MDP,08/07/2019,T1,59,99,158,Hemiptera,,,Miridae,,06/06/2020,LD,TRUE,
891,00MDP,08/07/2019,T1,0,1,1,Lepidoptera,,,LEPUNK,caterpillar,06/06/2020,LD,TRUE,
892,00MDP,08/07/2019,T1,0,3,3,Orthoptera,,,Tettigoniidae,,06/06/2020,LD,TRUE,
893,00MDP,08/07/2019,T1,0,5,5,Orthoptera,,,Acrididae,,06/06/2020,LD,TRUE,
894,00MDP,08/07/2019,T1,0,2,2,Hemiptera,,,Cydnidae,,06/06/2020,LD,TRUE,
895,00MDP,08/07/2019,T1,2,0,2,Hemiptera,,,Cercopidae,,06/06/2020,LD,TRUE,
896,00MDP,08/07/2019,T1,1,0,1,Diptera,,,DIPUNK,,06/06/2020,LD,TRUE,
897,007XH,07/31/2019,T2,8,2,10,Coleoptera,,,Chrysomelidae,,06/07/2020,LD,TRUE,
898,007XH,07/31/2019,T2,1,5,6,Hemiptera,,,Reduviidae,,06/07/2020,LD,TRUE,
899,007XH,07/31/2019,T2,4,0,4,Diptera,,,Sciomyzidae,,06/07/2020,LD,TRUE,
900,007XH,07/31/2019,T2,2,0,2,Hemiptera,,,Tingidae,,06/07/2020,LD,TRUE,
901,007XH,07/31/2019,T2,1,0,1,Hemiptera,,,Cercopidae,,06/07/2020,LD,TRUE,
902,007XH,07/31/2019,T2,4,0,4,Hymenoptera,,,Braconidae,A couple of them appear to be Chelonus texanus,06/07/2020,LD,TRUE,
903,007XH,07/31/2019,T2,0,1,1,Hemiptera,,,Issidae,,06/07/2020,LD,TRUE,
904,007XH,07/31/2019,T2,0,1,1,Orthoptera,,,ORTUNK,,06/07/2020,LD,TRUE,
905,007XH,07/31/2019,T2,4,0,4,Thysanoptera,,,Phlaeothripidae,,06/07/2020,LD,TRUE,
906,007XH,07/31/2019,T2,3,0,3,Thysanoptera,,,Thripidae,,06/07/2020,LD,TRUE,
907,007XH,07/31/2019,T2,3,0,3,Hymenoptera,,Chalcidoidea,HYMUNK,,06/07/2020,LD,TRUE,
908,007XH,07/31/2019,T2,5,0,5,Hemiptera,,,Psyllidae,,06/07/2020,LD,TRUE,
909,007XH,07/31/2019,T2,2,0,2,Hemiptera,,,Cicadellidae,,06/07/2020,LD,TRUE,
910,007XH,07/31/2019,T2,3,0,3,Diptera,,,Chironomidae,,06/07/2020,LD,TRUE,
911,007XH,07/31/2019,T2,2,0,2,Hymenoptera,,,Platygastridae,,06/07/2020,LD,TRUE,
912,007XH,07/31/2019,T2,3,0,3,Diptera,,,Agromyzidae,,06/07/2020,LD,TRUE,
913,007XH,07/31/2019,T2,1,0,1,Diptera,,,Lauxaniidae,,06/07/2020,LD,TRUE,
914,007XH,07/31/2019,T2,9,0,9,Coleoptera,,,Phalacridae,,06/07/2020,LD,TRUE,
915,007XH,07/31/2019,T2,1,0,1,Diptera,,,DIPUNK,,06/07/2020,LD,TRUE,
916,007XH,07/31/2019,T2,0,1,1,Hemiptera,,,Membracidae,,06/07/2020,LD,TRUE,
917,007XH,07/31/2019,T2,1,3,4,Lepidoptera,,,LEPUNK,,06/07/2020,LD,TRUE,
918,007XH,07/31/2019,T3,1,3,4,Coleoptera,,,Chrysomelidae,,06/07/2020,LD,TRUE,
919,007XH,07/31/2019,T3,10,6,16,Hemiptera,,,Cicadellidae,,06/07/2020,LD,TRUE,
920,007XH,07/31/2019,T3,7,0,7,Hymenoptera,,,Formicidae,,06/07/2020,LD,TRUE,
921,007XH,07/31/2019,T3,1,0,1,Hemiptera,,,Cercopidae,,06/07/2020,LD,TRUE,
922,007XH,07/31/2019,T3,2,0,2,Hemiptera,,,Tingidae,,06/07/2020,LD,TRUE,
923,007XH,07/31/2019,T3,1,1,2,Lepidoptera,,,LEPUNK,,06/07/2020,LD,TRUE,
924,007XH,07/31/2019,T3,1,0,1,Coleoptera,,,Coccinellidae,,06/07/2020,LD,TRUE,
925,007XH,07/31/2019,T3,0,1,1,Coleoptera,,,COLUNK,,06/07/2020,LD,TRUE,
926,007XH,07/31/2019,T3,1,0,1,Hymenoptera,,,Braconidae,Chelonus texanus,06/07/2020,LD,TRUE,
927,007XH,07/31/2019,T3,1,0,1,Diptera,,,Tipulidae,,06/07/2020,LD,TRUE,
928,007XH,07/31/2019,T3,0,1,1,UNKORD,,,UNKORD,"cannot tell what it is, it's an insect of some sort. ",06/07/2020,LD,TRUE,
929,007XH,07/31/2019,T3,6,0,6,Hemiptera,,,Psyllidae,,06/07/2020,LD,TRUE,
930,007XH,07/31/2019,T3,2,3,5,Hemiptera,,,Nabidae,,06/07/2020,LD,TRUE,
931,007XH,07/31/2019,T3,2,0,2,Hemiptera,,,Acanaloniidae,,06/07/2020,LD,TRUE,
932,007XH,07/31/2019,T3,1,0,1,Coleoptera,,,Chrysomelidae,,06/07/2020,LD,TRUE,
933,007XH,07/31/2019,T3,6,0,6,Thysanoptera,,,Phlaeothripidae,,06/07/2020,LD,TRUE,
934,007XH,07/31/2019,T3,1,0,1,Orthoptera,,,Acrididae,,06/07/2020,LD,TRUE,
935,007XH,07/31/2019,T3,5,0,5,Orthoptera,,,Tettigoniidae,,06/07/2020,LD,TRUE,
936,007XH,07/31/2019,T3,5,0,5,Hemiptera,,,Issidae,,06/07/2020,LD,TRUE,
937,007XH,07/31/2019,T3,3,0,3,Diptera,,,Chironomidae,,06/07/2020,LD,TRUE,
938,007XH,07/31/2019,T3,1,0,1,Diptera,,,Culicidae,,06/07/2020,LD,TRUE,
939,007XH,07/31/2019,T3,3,0,3,Diptera,,,Chloropidae,,06/07/2020,LD,TRUE,
940,007XH,07/31/2019,T3,1,0,1,Coleoptera,,,Staphylinidae,,06/07/2020,LD,TRUE,
941,007XH,07/31/2019,T3,21,0,21,Coleoptera,,,Phalacridae,,06/07/2020,LD,TRUE,
942,00MDP,08/07/2019,T2,6,1,7,Hemiptera,,,Cicadellidae,,06/07/2020,LD,TRUE,
943,00MDP,08/07/2019,T2,2,0,2,Hymenoptera,,,Formicidae,,06/07/2020,LD,TRUE,
944,00MDP,08/07/2019,T2,3,0,3,Hemiptera,,,Reduviidae,,06/07/2020,LD,TRUE,
945,00MDP,08/07/2019,T2,2,0,2,Hemiptera,,,Cercopidae,,06/07/2020,LD,TRUE,
946,00MDP,08/07/2019,T2,1,0,1,Hemiptera,,,Acanaloniidae,,06/07/2020,LD,TRUE,
947,00MDP,08/07/2019,T2,1,0,1,Diptera,,,Tephritidae,,06/07/2020,LD,TRUE,
948,00MDP,08/07/2019,T2,5,0,5,Hemiptera,,,Psyllidae,,06/07/2020,LD,TRUE,
949,00MDP,08/07/2019,T2,0,3,3,Lepidoptera,,,LEPUNK,,06/07/2020,LD,TRUE,
950,00MDP,08/07/2019,T2,0,3,3,Coleoptera,,,Chrysomelidae,,06/07/2020,LD,TRUE,
951,00MDP,08/07/2019,T2,1,0,1,Hymenoptera,,,Chalcididae,,06/07/2020,LD,TRUE,
952,00MDP,08/07/2019,T2,1,0,1,Diptera,,,Sciaridae,,06/07/2020,LD,TRUE,
953,00MDP,08/07/2019,T2,0,1,1,Hemiptera,,,Pentatomidae,,06/07/2020,LD,TRUE,
954,00MDP,08/07/2019,T2,2,0,2,Diptera,,,Lauxaniidae,,06/07/2020,LD,TRUE,
955,00MDP,08/07/2019,T2,1,0,1,Diptera,,,Chloropidae,,06/07/2020,LD,TRUE,
956,00MDP,08/07/2019,T2,1,0,1,Hymenoptera,,,Platygastridae,,06/07/2020,LD,TRUE,
957,00MDP,08/07/2019,T2,1,0,1,Coleoptera,,,Carabidae,,06/07/2020,LD,TRUE,
958,00MDP,08/07/2019,T2,1,0,1,Coleoptera,,,Phalacridae,,06/07/2020,LD,TRUE,
959,00MDP,08/07/2019,T2,3,0,3,Diptera,,,Agromyzidae,,06/07/2020,LD,TRUE,
960,00MDP,08/07/2019,T2,1,2,3,Hemiptera,,,Lygaeidae,,06/07/2020,LD,TRUE,
961,00MDP,08/07/2019,T2,1,0,1,Thysanoptera,,,Phlaeothripidae,,06/07/2020,LD,TRUE,
962,00MDP,08/07/2019,T2,5,0,5,Hymenoptera,,,Eulophidae,,06/07/2020,LD,TRUE,
963,00MDP,08/07/2019,T2,1,0,1,Hymenoptera,,,Pteromalidae,,06/07/2020,LD,TRUE,
964,00MDP,08/07/2019,T2,3,0,3,Orthoptera,,,Tettigoniidae,,06/07/2020,LD,TRUE,
965,00MDP,08/07/2019,T2,9,0,9,Orthoptera,,,Acrididae,,06/07/2020,LD,TRUE,
966,007BY,07/16/2019,T1,1,0,1,Hymenoptera,,,Braconidae,,06/08/2020,GB,TRUE,
967,007BY,07/16/2019,T1,1,0,1,Hymenoptera,,,Encyrtidae,,06/08/2020,GB,TRUE,
968,007BY,07/16/2019,T1,5,0,5,Hymenoptera,,,Pteromalidae,,06/08/2020,GB,TRUE,
969,007BY,07/16/2019,T1,3,2,5,Coleoptera,,,Chrysomelidae,3 different species of adults; 2 larvae are Campostomata (case-bearing leaf beetles),06/08/2020,GB,TRUE,
970,007BY,07/16/2019,T1,1,0,1,Coleoptera,,,Mordellidae,Tumbling flower beetle,06/08/2020,GB,TRUE,
971,007BY,07/16/2019,T1,1,0,1,Coleoptera,,,Phalacridae,,06/08/2020,GB,TRUE,
972,007BY,07/16/2019,T1,3,0,3,Coleoptera,,,Carabidae,,06/08/2020,GB,TRUE,
973,007BY,07/16/2019,T1,2,0,2,Diptera,,,Sciomyzidae,,06/08/2020,GB,TRUE,
974,007BY,07/16/2019,T1,14,0,14,Diptera,,,Chloropidae,,06/08/2020,GB,TRUE,
975,007BY,07/16/2019,T1,6,0,6,Diptera,,,Dolichopodidae,,06/08/2020,GB,TRUE,
976,007BY,07/16/2019,T1,1,0,1,Diptera,,,Ulidiidae,,06/08/2020,GB,TRUE,
977,007BY,07/16/2019,T1,1,0,1,Diptera,,,Tephritidae,,06/08/2020,GB,TRUE,
978,007BY,07/16/2019,T1,30,0,30,Diptera,,,Chloropidae,apparently 3 different species,06/08/2020,GB,TRUE,
979,007BY,07/16/2019,T1,1,0,1,Diptera,,,Heleomyzidae,,06/08/2020,GB,TRUE,
980,007BY,07/16/2019,T1,2,0,2,Diptera,,,Anthomyiidae,,06/08/2020,GB,TRUE,
981,00MJ8,07/23/2019,T2,2,0,2,Orthoptera,,,Tettigoniidae,,06/10/2020,GB,TRUE,
982,00MJ8,07/23/2019,T2,5,2,7,Hemiptera,,,Cicadellidae,,06/10/2020,GB,TRUE,
983,00MJ8,07/23/2019,T2,6,0,6,Hemiptera,,,Aphrophoridae,,06/10/2020,GB,TRUE,
984,00MJ8,07/23/2019,T2,1,8,9,Hemiptera,,,Miridae,,06/10/2020,GB,TRUE,
985,00MJ8,07/23/2019,T2,0,1,1,Hemiptera,,,Aphididae,,06/10/2020,GB,TRUE,
986,00MJ8,07/23/2019,T2,1,0,1,Hemiptera,,,Psyllidae,,06/10/2020,GB,TRUE,
987,00MJ8,07/23/2019,T2,1,0,1,Hemiptera,,,Acanaloniidae,,06/10/2020,GB,TRUE,
988,00MJ8,07/23/2019,T2,7,0,7,Coleoptera,,,Phalacridae,,06/10/2020,GB,TRUE,
989,00MJ8,07/23/2019,T2,11,0,11,Coleoptera,,,Chrysomelidae,likely Diabrotica cristata,06/10/2020,GB,TRUE,
990,00MJ8,07/23/2019,T2,1,0,1,Diptera,,,Culicidae,,06/10/2020,GB,TRUE,
991,00MJ8,07/23/2019,T2,7,0,7,Diptera,,,Sciomyzidae,apparently 4 different species; one likely Atrichomelina pubera,06/10/2020,GB,TRUE,
992,00MJ8,07/23/2019,T2,1,0,1,Diptera,,,Syrphidae,,06/10/2020,GB,TRUE,
993,00MJ8,07/23/2019,T2,1,0,1,Diptera,,,Chloropidae,,06/10/2020,GB,TRUE,
994,00MJ8,07/23/2019,T2,1,0,1,Diptera,,,Muscidae,,06/10/2020,GB,TRUE,
995,00MJ8,07/23/2019,T2,1,0,1,Hymenoptera,,,Torymidae,,06/10/2020,GB,TRUE,
996,00MJ8,07/23/2019,T2,9,0,9,Hymenoptera,,,Pteromalidae,apparently 3 different species,06/10/2020,GB,TRUE,
997,00MDP,08/07/2019,T3,5,0,5,Diptera,,,Agromyzidae,,06/10/2020,LD,TRUE,
998,00MDP,08/07/2019,T3,0,1,1,Hemiptera,,,HEMUNK,,06/10/2020,LD,TRUE,
999,00MDP,08/07/2019,T3,3,16,19,Hemiptera,,,Cicadellidae,,06/10/2020,LD,TRUE,
1000,00MDP,08/07/2019,T3,1,0,1,Hemiptera,,,Delphacidae,,06/10/2020,LD,TRUE,
1001,00MDP,08/07/2019,T3,5,0,5,Hemiptera,,,Lygaeidae,,06/10/2020,LD,TRUE,
1002,00MDP,08/07/2019,T3,10,15,25,Hemiptera,,,Miridae,,06/10/2020,LD,TRUE,
1003,00MDP,08/07/2019,T3,0,5,5,Hemiptera,,,Pentatomidae,,06/10/2020,LD,TRUE,
1004,00MDP,08/07/2019,T3,1,0,1,Hemiptera,,,Reduviidae,,06/10/2020,LD,TRUE,
1005,00MDP,08/07/2019,T3,1,0,1,Hymenoptera,Apocrita,,HYMUNK,,06/10/2020,LD,TRUE,
1006,00MDP,08/07/2019,T3,6,0,6,Hymenoptera,,,Dryinidae,so cool weird ant thing. genus gonatopodinae,06/10/2020,LD,TRUE,
1007,00MDP,08/07/2019,T3,1,0,1,Hymenoptera,,,Pteromalidae,,06/10/2020,LD,TRUE,
1008,00MJ8,07/23/2019,T2,1,0,1,Lepidoptera,,,LEPUNK,unable to see veination to ID,06/10/2020,GB,TRUE,
1009,00MDP,08/07/2019,T3,9,0,9,Orthoptera,,,Acrididae,,06/10/2020,LD,TRUE,
1010,00MDP,08/07/2019,T3,5,0,5,Orthoptera,,,Tettigoniidae,,06/10/2020,LD,TRUE,
1011,00MDP,08/07/2019,T3,4,0,4,Thysanoptera,,,Thripidae,,06/10/2020,LD,TRUE,
1012,007F5,07/30/2019,T3,3,0,3,Hemiptera,,,Anthocoridae,,06/10/2020,LD,TRUE,
1013,007F5,07/30/2019,T3,1,0,1,Hemiptera,,,Aphididae,,06/10/2020,LD,TRUE,
1014,007F5,07/30/2019,T3,2,0,2,Diptera,,,Chloropidae,,06/10/2020,LD,TRUE,
1015,007F5,07/30/2019,T3,6,0,6,Coleoptera,,,Chrysomelidae,,06/10/2020,LD,TRUE,
1016,007F5,07/30/2019,T3,2,0,2,Hemiptera,,,Cicadellidae,,06/10/2020,LD,TRUE,
1017,007F5,07/30/2019,T3,3,0,3,Coleoptera,,,Curculionidae,,06/10/2020,LD,TRUE,
1018,007F5,07/30/2019,T3,1,0,1,Hymenoptera,,,Formicidae,,06/10/2020,LD,TRUE,
1019,007F5,07/30/2019,T3,0,1,1,Hemiptera,,,Issidae,,06/10/2020,LD,TRUE,
1020,007F5,07/30/2019,T3,1,0,1,Hemiptera,,,Miridae,,06/10/2020,LD,TRUE,
1021,007F5,07/30/2019,T3,17,0,17,Coleoptera,,,Phalacridae,,06/10/2020,LD,TRUE,
1022,007F5,07/30/2019,T3,1,0,1,Thysanoptera,,,Phlaeothripidae,,06/10/2020,LD,TRUE,
1023,007F5,07/30/2019,T3,0,3,3,Orthoptera,,,Tettigoniidae,,06/10/2020,LD,TRUE,
1024,007F5,07/30/2019,T3,1,0,1,Thysanoptera,,,Thripidae,,06/10/2020,LD,TRUE,
1025,007F5,07/30/2019,T3,0,1,1,Hemiptera,,,HEMUNK,,06/10/2020,LD,TRUE,
1026,007F5,07/30/2019,T3,0,5,5,Orthoptera,,,Acrididae,,06/10/2020,LD,TRUE,
1027,007F5,07/30/2019,T3,1,0,1,Coleoptera,,,Erotylidae,,06/10/2020,LD,TRUE,
1028,007F5,07/30/2019,T3,1,0,1,Diptera,,,Sciaridae,,06/10/2020,LD,TRUE,
1029,007F5,07/30/2019,T3,1,0,1,Diptera,,,Lauxaniidae,,06/10/2020,LD,TRUE,
1030,007F5,07/30/2019,T3,2,0,2,Hymenoptera,,,Pteromalidae,,06/10/2020,LD,TRUE,
1031,007F5,07/30/2019,T3,3,0,3,Diptera,,,DIPUNK,,06/10/2020,LD,TRUE,
1032,007F5,07/30/2019,T3,1,2,3,Lepidoptera,,,LEPUNK,,06/10/2020,LD,TRUE,
1033,007F5,07/30/2019,T3,2,0,2,Diptera,,,Simuliidae,,06/10/2020,LD,TRUE,
1034,007F5,07/30/2019,T3,1,0,1,Hymenoptera,,,Braconidae,,06/10/2020,LD,TRUE,
1035,007F5,07/30/2019,T3,1,0,1,Coleoptera,,,Meloidae,,06/10/2020,LD,TRUE,
1036,007BY,07/16/2019,T2,0,1,1,Orthoptera,,,Tettigoniidae,,06/11/2020,GB,TRUE,
1037,007BY,07/16/2019,T2,0,1,1,Orthoptera,,,Acrididae,,06/11/2020,GB,TRUE,
1038,007BY,07/16/2019,T2,3,0,3,Thysanoptera,,,Thripidae,,06/11/2020,GB,TRUE,
1039,007BY,07/16/2019,T2,0,2,2,Hemiptera,,,Dictyopharidae,,06/11/2020,GB,TRUE,
1040,007BY,07/16/2019,T2,4,1,5,Lepidoptera,,,LEPUNK,,06/11/2020,GB,TRUE,
1041,007BY,07/16/2019,T2,0,4,4,Hemiptera,,,Aphididae,,06/12/2020,GB,TRUE,
1042,007BY,07/16/2019,T2,0,1,1,Hemiptera,,,Issidae,,06/12/2020,GB,TRUE,
1043,007BY,07/16/2019,T2,3,0,3,Hemiptera,,,Aphrophoridae,,06/12/2020,GB,TRUE,
1044,007BY,07/16/2019,T2,1,0,1,Hemiptera,,,Delphacidae,,06/12/2020,GB,TRUE,
1045,007BY,07/16/2019,T2,10,0,10,Hemiptera,,,Cixiidae,apparently 2 different species,06/15/2020,GB,TRUE,
1046,007BY,07/16/2019,T2,7,0,7,Hemiptera,,,Psyllidae,,06/15/2020,GB,TRUE,
1047,007BY,07/16/2019,T2,1,0,1,Hemiptera,,,Miridae,likely Tupiocoris,06/15/2020,GB,TRUE,
1048,007BY,07/16/2019,T2,5,2,7,Hemiptera,,,Cicadellidae,one adult from genus Cofana with potential Strepstiptera (looking into this),06/15/2020,GB,TRUE,
1049,007BY,07/16/2019,T2,1,0,1,Strepsiptera,,,Halictophagidae,Strepsiptera protruding from abdomen of Cicadellidae; family may be able to be determined based on host; likely Halictophagus,06/15/2020,GB,TRUE,
1050,007BY,07/16/2019,T2,1,0,1,Coleoptera,,,Lampyridae,,06/15/2020,GB,TRUE,
1051,007BY,07/16/2019,T2,3,0,3,Coleoptera,,,Chrysomelidae,aparently 2 different species,06/15/2020,GB,TRUE,
1052,007BY,07/16/2019,T2,4,0,4,Hymenoptera,,,Formicidae,,06/15/2020,GB,TRUE,
1053,007BY,07/16/2019,T2,1,0,1,Hymenoptera,,,Braconidae,,06/15/2020,GB,TRUE,
1054,007BY,07/16/2019,T2,7,0,7,Hymenoptera,,,Pteromalidae,,07/23/2020,GB,TRUE,
1055,007BY,07/16/2019,T2,8,0,8,Hymenoptera,,,Torymidae,,07/23/2020,GB,TRUE,
1056,007BY,07/16/2019,T2,1,0,1,Diptera,,,Tipulidae,,07/23/2020,GB,TRUE,
1057,007BY,07/16/2019,T2,26,0,26,Diptera,,,Chironomidae,apparently 2 different species,07/23/2020,GB,TRUE,
1058,007BY,07/16/2019,T2,5,0,5,Diptera,,,Scatopsidae,,07/23/2020,GB,TRUE,
1059,007BY,07/16/2019,T2,1,0,1,Diptera,,,Cecidomyiidae,,07/23/2020,GB,TRUE,
1060,007BY,07/16/2019,T2,4,0,4,Diptera,,,Muscidae,apparently 2 different species,07/23/2020,GB,TRUE,
1061,007BY,07/16/2019,T2,55,0,55,Diptera,,,Chloropidae,apparently 4 different species,07/23/2020,GB,TRUE,
1062,007F5,07/30/2019,T1,10,2,12,Coleoptera,,,Chrysomelidae,,06/12/2020,LD,TRUE,
1063,007F5,07/30/2019,T1,6,0,6,Coleoptera,,,Curculionidae,,06/12/2020,LD,TRUE,
1064,007F5,07/30/2019,T1,3,0,3,Hemiptera,,,Cicadellidae,,06/12/2020,LD,TRUE,
1065,007F5,07/30/2019,T1,10,0,10,Coleoptera,,,Phalacridae,,06/12/2020,LD,TRUE,
1066,007F5,07/30/2019,T1,1,0,1,Coleoptera,,,Mordellidae,,06/12/2020,LD,TRUE,
1067,007F5,07/30/2019,T1,2,0,2,Hemiptera,,,Anthocoridae,,06/12/2020,LD,TRUE,
1068,007F5,07/30/2019,T1,1,0,1,Hemiptera,,,Psyllidae,,06/12/2020,LD,TRUE,
1069,007F5,07/30/2019,T1,1,0,1,Hemiptera,,,Cercopidae,,06/12/2020,LD,TRUE,
1070,007F5,07/30/2019,T1,0,1,1,Hemiptera,Auchenorrhyncha,,HEMUNK,,06/12/2020,LD,TRUE,
1071,007F5,07/30/2019,T1,0,6,6,Orthoptera,,,Tettigoniidae,,06/12/2020,LD,TRUE,
1072,007F5,07/30/2019,T1,0,3,3,Orthoptera,,,Acrididae,,06/12/2020,LD,TRUE,
1073,007F5,07/30/2019,T1,1,0,1,Hymenoptera,,,Ichneumonidae,,06/12/2020,LD,TRUE,
1074,007F5,07/30/2019,T1,2,0,2,Lepidoptera,,,Oecophoridae,,06/12/2020,LD,TRUE,
1075,007F5,07/30/2019,T1,1,0,1,Coleoptera,,,Chrysomelidae,,06/12/2020,LD,TRUE,
1076,007F5,07/30/2019,T1,1,0,1,Coleoptera,,,Cantharidae,,06/12/2020,LD,TRUE,
1077,007F5,07/30/2019,T1,0,4,4,Lepidoptera,,,LEPUNK,,06/12/2020,LD,TRUE,
1078,007F5,07/30/2019,T1,4,0,4,Diptera,,,Chironomidae,,06/12/2020,LD,TRUE,
1079,007F5,07/30/2019,T1,1,0,1,Diptera,,,Sciaridae,,06/12/2020,LD,TRUE,
1080,007F5,07/30/2019,T1,4,0,4,Hymenoptera,,,Pteromalidae,,06/12/2020,LD,TRUE,
1081,007F5,07/30/2019,T1,1,0,1,Diptera,,,DIPUNK,,06/12/2020,LD,TRUE,
1082,007F5,07/30/2019,T1,2,0,2,Diptera,,,Chloropidae,,06/12/2020,LD,TRUE,
1083,007F5,07/30/2019,T1,8,0,8,Thysanoptera,,,Thripidae,,06/12/2020,LD,TRUE,
1084,007F5,07/30/2019,T2,14,0,14,Coleoptera,,,Chrysomelidae,,06/13/2020,LD,TRUE,
1085,007F5,07/30/2019,T2,6,0,6,Coleoptera,,,Curculionidae,,06/13/2020,LD,TRUE,
1086,007F5,07/30/2019,T2,1,0,1,Hymenoptera,,,Formicidae,,06/13/2020,LD,TRUE,
1087,007F5,07/30/2019,T2,2,0,2,Coleoptera,,,Scarabaeidae,,06/13/2020,LD,TRUE,
1088,007F5,07/30/2019,T2,3,0,3,Hemiptera,,,Cicadellidae,,06/13/2020,LD,TRUE,
1089,007F5,07/30/2019,T2,1,0,1,Hemiptera,,,Lygaeidae,,06/13/2020,LD,TRUE,
1090,007F5,07/30/2019,T2,3,0,3,Lepidoptera,,,Oecophoridae,,06/13/2020,LD,TRUE,
1091,007F5,07/30/2019,T2,1,0,1,Diptera,,,Chironomidae,,06/13/2020,LD,TRUE,
1092,007F5,07/30/2019,T2,0,1,1,Hemiptera,,,HEMUNK,,06/13/2020,LD,TRUE,
1093,007F5,07/30/2019,T2,4,0,4,Orthoptera,,,Tettigoniidae,,06/13/2020,LD,TRUE,
1094,007F5,07/30/2019,T2,1,0,1,Orthoptera,,,Acrididae,,06/13/2020,LD,TRUE,
1095,007F5,07/30/2019,T2,2,0,2,Diptera,,,Lauxaniidae,,06/13/2020,LD,TRUE,
1096,007F5,07/30/2019,T2,3,0,3,Diptera,,,Agromyzidae,,06/13/2020,LD,TRUE,
1097,007F5,07/30/2019,T2,1,0,1,Hemiptera,,,Aphididae,,06/13/2020,LD,TRUE,
1098,007F5,07/30/2019,T2,1,0,1,Hymenoptera,,,Platygastridae,,06/13/2020,LD,TRUE,
1099,007F5,07/30/2019,T2,2,0,2,Hymenoptera,,,Pteromalidae,,06/13/2020,LD,TRUE,
1100,00792,08/20/2019,T1,2,0,2,Coleoptera,,,Phalacridae,,06/16/2020,LD,TRUE,
1101,00792,08/20/2019,T1,8,0,8,Coleoptera,,,Chrysomelidae,,06/16/2020,LD,TRUE,
1102,00792,08/20/2019,T1,2,0,2,Diptera,,,Tipulidae,,06/16/2020,LD,TRUE,
1103,00792,08/20/2019,T1,0,1,1,Hemiptera,,,Coreidae,,06/16/2020,LD,TRUE,
1104,00792,08/20/2019,T1,1,0,1,Diptera,,,Sepsidae,,06/16/2020,LD,TRUE,
1105,00792,08/20/2019,T1,3,0,3,Hymenoptera,,,Formicidae,,06/16/2020,LD,TRUE,
